														MP Travel: regular journeys between home/constituency/Westminster				MP Travel: Other				MP Spouse Travel		MP Family Travel		MP Employee Travel	
Member		TOTAL ALLOWANCES CLAIMED, INC TRAVEL	TOTAL BASIC ALLOWANCES, EXC TRAVEL	TOTAL TRAVEL CLAIMED	Cost of staying away from main home	London supplement	Office running costs	Staffing costs	Centrally purchased stationery	Stationery associated postage costs	Central IT provision	Staff cover and other costs	Comms allowance	Mileage	MP Rail	MP Air	MP Misc (see notes)	MP other Mileage	MP other Rail	MP other Air	MP other European	Spouse Total	No. of Journeys	Family Total	No. of Journeys	Employee Total	No. of Journeys
Dean	Mrs Janet	£131,574.00	£126,520.00	£5,054.00	£17,261.00	£0.00	£11,816.00	£83,932.00	£1,216.00	£2,938.00	£1,472.00	£0.00	£7,885.00	£1,680.00	£3,324.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£50.00	2
Jenkins	Mr Brian	£131,554.00	£125,435.00	£6,119.00	£8,872.00	£0.00	£20,593.00	£82,722.00	£1,262.00	£4,484.00	£1,417.00	£0.00	£6,085.00	£2,744.00	£3,228.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£147.00	2	£0.00	0	£0.00	0
Hall	Patrick	£131,390.00	£130,013.00	£1,377.00	£14,940.00	£0.00	£17,836.00	£88,444.00	£804.00	£1,483.00	£1,180.00	£0.00	£5,326.00	£0.00	£940.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£437.00	30	£0.00	0	£0.00	0
Prentice	Bridget	£131,352.00	£130,565.00	£787.00	£0.00	£2,812.00	£30,198.00	£80,832.00	£1,087.00	£5,364.00	£1,298.00	£0.00	£8,974.00	£787.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Caton	Mr Martin	£131,324.00	£124,727.00	£6,597.00	£13,022.00	£0.00	£14,366.00	£84,769.00	£258.00	£1,479.00	£1,095.00	£0.00	£9,738.00	£5,258.00	£1,339.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Maples	Mr John	£131,255.00	£126,858.00	£4,397.00	£23,000.00	£0.00	£18,662.00	£75,306.00	£634.00	£2,822.00	£1,155.00	£0.00	£5,279.00	£4,337.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£60.00	4
Ruddock	Joan	£131,237.00	£130,766.00	£471.00	£0.00	£2,812.00	£22,852.00	£88,964.00	£1,179.00	£4,938.00	£1,127.00	£0.00	£8,894.00	£400.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£71.00	£0.00	0	£0.00	0	£0.00	0
Dowd	Jim	£131,165.00	£128,383.00	£2,782.00	£0.00	£2,812.00	£22,723.00	£88,998.00	£611.00	£2,277.00	£1,261.00	£0.00	£9,701.00	£1,607.00	£19.00	£0.00	£0.00	£0.00	£0.00	£0.00	£1,156.00	£0.00	0	£0.00	0	£0.00	0
Hughes	Simon	£131,165.00	£130,231.00	£934.00	£0.00	£2,812.00	£17,500.00	£94,343.00	£1,908.00	£4,207.00	£1,136.00	£0.00	£8,325.00	£934.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Lewis	Dr Julian	£131,141.00	£125,190.00	£5,951.00	£21,604.00	£0.00	£16,981.00	£83,049.00	£590.00	£1,290.00	£1,345.00	£0.00	£331.00	£3,014.00	£567.00	£0.00	£0.00	£214.00	£343.00	£323.00	£1,399.00	£0.00	0	£0.00	0	£91.00	8
Field	Mr Mark	£131,071.00	£130,128.00	£943.00	£0.00	£2,812.00	£13,540.00	£93,805.00	£328.00	£1,565.00	£896.00	£3,168.00	£14,014.00	£0.00	£928.00	£0.00	£0.00	£0.00	£15.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Linton	Martin	£131,070.00	£128,547.00	£2,523.00	£0.00	£2,812.00	£20,255.00	£86,957.00	£1,177.00	£5,819.00	£1,170.00	£0.00	£10,357.00	£0.00	£1,163.00	£0.00	£600.00	£0.00	£0.00	£0.00	£760.00	£0.00	0	£0.00	0	£0.00	0
Greenway	Mr John	£130,967.00	£121,767.00	£9,200.00	£23,082.00	£0.00	£15,370.00	£80,870.00	£147.00	£872.00	£1,426.00	£0.00	£0.00	£4,381.00	£3,508.00	£0.00	£0.00	£0.00	£16.00	£0.00	£0.00	£891.00	6	£0.00	0	£404.00	4
Conway	Derek	£130,947.00	£125,363.00	£5,584.00	£23,033.00	£0.00	£23,011.00	£73,772.00	£395.00	£959.00	£1,447.00	£0.00	£2,746.00	£5,418.00	£141.00	£0.00	£0.00	£0.00	£25.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Ellwood	Mr Tobias	£130,186.00	£123,131.00	£7,055.00	£23,083.00	£0.00	£29,718.00	£66,091.00	£240.00	£980.00	£1,065.00	£0.00	£1,954.00	£599.00	£4,083.00	£0.00	£0.00	£0.00	£552.00	£0.00	£891.00	£706.00	10	£0.00	0	£224.00	11
George	Rt Hon Bruce	£129,901.00	£121,977.00	£7,924.00	£15,940.00	£0.00	£12,448.00	£90,450.00	£439.00	£1,052.00	£1,389.00	£0.00	£259.00	£4,460.00	£213.00	£0.00	£129.00	£0.00	£0.00	£0.00	£1,142.00	£1,440.00	30	£0.00	0	£540.00	13
Efford	Clive	£129,840.00	£127,623.00	£2,217.00	£0.00	£2,812.00	£18,393.00	£90,939.00	£1,164.00	£1,818.00	£1,195.00	£0.00	£11,302.00	£1,366.00	£803.00	£0.00	£0.00	£0.00	£19.00	£0.00	£0.00	£6.00	2	£0.00	0	£23.00	4
Brake	Tom	£129,781.00	£127,192.00	£2,589.00	£0.00	£2,812.00	£22,367.00	£90,505.00	-£1,854.00	£5,573.00	£1,261.00	£0.00	£6,528.00	£432.00	£1,863.00	£0.00	£24.00	£0.00	£270.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Mullin	Mr Chris	£129,581.00	£123,897.00	£5,684.00	£12,942.00	£0.00	£18,110.00	£87,528.00	£430.00	£1,149.00	£1,050.00	£1,169.00	£1,519.00	£567.00	£4,649.00	£202.00	£0.00	£0.00	£55.00	£0.00	£0.00	£99.00	2	£0.00	0	£112.00	6
Purnell	Rt Hon James	£129,564.00	£123,195.00	£6,369.00	£21,209.00	£0.00	£17,959.00	£76,465.00	£499.00	£1,249.00	£1,180.00	£0.00	£4,634.00	£204.00	£4,282.00	£612.00	£264.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£1,007.00	11
Miliband	Rt Hon Edward	£129,482.00	£123,728.00	£5,754.00	£7,670.00	£0.00	£19,344.00	£90,048.00	£473.00	£870.00	£1,290.00	£0.00	£4,033.00	£0.00	£4,558.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£1,196.00	24
Featherstone	Lynne	£129,431.00	£128,179.00	£1,252.00	£0.00	£2,812.00	£15,808.00	£94,107.00	£1,021.00	£1,369.00	£1,138.00	£0.00	£11,924.00	£1,152.00	£100.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Corbyn	Jeremy	£129,310.00	£127,484.00	£1,826.00	£0.00	£2,812.00	£17,873.00	£93,971.00	£1,189.00	£4,356.00	£1,136.00	£0.00	£6,147.00	£0.00	£409.00	£0.00	£427.00	£145.00	£102.00	£127.00	£616.00	£0.00	0	£0.00	0	£0.00	0
Beresford	Sir Paul	£129,274.00	£124,220.00	£5,054.00	£3,521.00	£0.00	£15,889.00	£86,294.00	£228.00	£1,328.00	£1,362.00	£0.00	£15,598.00	£4,889.00	£165.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Goodman	Mr Paul	£128,899.00	£126,342.00	£2,557.00	£13,831.00	£0.00	£10,493.00	£89,477.00	£501.00	£1,199.00	£959.00	£0.00	£9,882.00	£366.00	£1,546.00	£0.00	£0.00	£0.00	£645.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Young	Rt Hon Sir George	£128,883.00	£122,877.00	£6,006.00	£23,083.00	£0.00	£8,665.00	£83,682.00	£830.00	£3,788.00	£1,198.00	£0.00	£1,631.00	£1,974.00	£2,955.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£764.00	23	£0.00	0	£313.00	9
Osborne	Sandra	£128,701.00	£110,390.00	£18,311.00	£18,816.00	£0.00	£18,814.00	£60,432.00	£367.00	£1,640.00	£1,229.00	£918.00	£8,174.00	£2,644.00	£1,815.00	£10,264.00	£1,436.00	£0.00	£0.00	£0.00	£0.00	£2,152.00	19	£0.00	0	£0.00	0
Burstow	Mr Paul	£128,666.00	£126,125.00	£2,541.00	£0.00	£2,812.00	£12,006.00	£87,754.00	£1,798.00	£4,963.00	£1,267.00	£0.00	£15,525.00	£769.00	£1,687.00	£0.00	£0.00	£0.00	£0.00	£78.00	£0.00	£0.00	0	£0.00	0	£7.00	4
Hammond	Stephen	£128,494.00	£124,332.00	£4,162.00	£0.00	£2,812.00	£13,787.00	£93,901.00	£661.00	£2,456.00	£1,107.00	£0.00	£9,608.00	£1,600.00	£1,314.00	£0.00	£69.00	£62.00	£1,024.00	£73.00	£0.00	£20.00	8	£0.00	0	£0.00	0
Grieve	Mr Dominic	£128,343.00	£126,115.00	£2,228.00	£18,668.00	£0.00	£21,582.00	£80,741.00	£946.00	£2,792.00	£1,386.00	£0.00	£0.00	£335.00	£1,624.00	£0.00	£0.00	£0.00	£269.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Watkinson	Angela	£128,205.00	£126,083.00	£2,122.00	£21,234.00	£0.00	£10,238.00	£83,910.00	£874.00	£3,076.00	£1,172.00	£0.00	£5,579.00	£1,777.00	£300.00	£0.00	£0.00	£0.00	£45.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Hunt	Mr Jeremy	£128,191.00	£121,862.00	£6,329.00	£11,610.00	£0.00	£14,191.00	£83,445.00	£204.00	£407.00	£1,337.00	£0.00	£10,668.00	£3,604.00	£289.00	£0.00	£28.00	£20.00	£1,020.00	£296.00	£630.00	£0.00	0	£0.00	0	£442.00	24
Robinson	Rt Hon Peter	£128,174.00	£114,163.00	£14,011.00	£19,864.00	£0.00	£15,301.00	£72,870.00	£288.00	£1,355.00	£1,349.00	£0.00	£3,136.00	£0.00	£799.00	£10,249.00	£0.00	£0.00	£0.00	£0.00	£1,503.00	£0.00	0	£0.00	0	£1,460.00	16
McFadden	Rt Hon Pat	£128,006.00	£120,817.00	£7,189.00	£15,269.00	£0.00	£19,841.00	£74,725.00	£1,147.00	£3,080.00	£1,138.00	£0.00	£5,617.00	£3,208.00	£3,981.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Hogg	Rt Hon Douglas	£127,902.00	£119,059.00	£8,843.00	£23,083.00	£0.00	£20,981.00	£68,822.00	£1,149.00	£3,841.00	£1,183.00	£0.00	£0.00	£1,771.00	£4,876.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£2,196.00	29	£0.00	0	£0.00	0
Cunningham	Tony	£127,825.00	£109,121.00	£18,704.00	£16,903.00	£0.00	£10,860.00	£77,036.00	£595.00	£1,760.00	£1,080.00	£0.00	£887.00	£4,097.00	£13,873.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£346.00	2	£233.00	3	£155.00	2
Burnham	Rt Hon Andy	£127,804.00	£117,000.00	£10,804.00	£10,504.00	£0.00	£13,860.00	£87,563.00	£683.00	£2,318.00	£1,211.00	£0.00	£861.00	£0.00	£10,409.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£368.00	3	£27.00	1	£0.00	0
Harman	Rt Hon Harriet	£127,685.00	£127,332.00	£353.00	£0.00	£2,812.00	£9,241.00	£99,397.00	£1,876.00	£3,774.00	£1,158.00	£0.00	£9,074.00	£232.00	£0.00	£0.00	£0.00	£0.00	£121.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Brennan	Kevin	£127,600.00	£116,919.00	£10,681.00	£23,083.00	£0.00	£10,708.00	£72,918.00	£281.00	£1,250.00	£1,061.00	£0.00	£7,618.00	£1,589.00	£6,866.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£1,208.00	16	£251.00	6	£767.00	24
Butterfill	Sir John	£127,214.00	£121,539.00	£5,675.00	£22,877.00	£0.00	£10,617.00	£76,218.00	£485.00	£1,275.00	£1,004.00	£0.00	£9,063.00	£4,606.00	£174.00	£0.00	£0.00	£0.00	£21.00	£0.00	£746.00	£128.00	4	£0.00	0	£0.00	0
Shapps	Grant	£127,152.00	£120,364.00	£6,788.00	£7,269.00	£0.00	£23,118.00	£80,756.00	£686.00	£3,019.00	£1,072.00	£0.00	£4,444.00	£1,263.00	£5,525.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Robinson	Mr Geoffrey	£127,063.00	£105,529.00	£21,534.00	£0.00	£0.00	£9,576.00	£87,806.00	£814.00	£2,295.00	£885.00	£0.00	£4,153.00	£3,959.00	£15,999.00	£160.00	£0.00	£0.00	£0.00	£0.00	£0.00	£46.00	2	£0.00	0	£1,370.00	16
Kramer	Susan	£127,039.00	£127,039.00	£0.00	£0.00	£2,812.00	£22,733.00	£85,193.00	£1,579.00	£4,878.00	£1,065.00	£0.00	£8,779.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Burrowes	Mr David	£126,967.00	£126,090.00	£877.00	£0.00	£2,812.00	£18,076.00	£86,713.00	£827.00	£2,660.00	£1,180.00	£2,493.00	£11,329.00	£0.00	£754.00	£0.00	£0.00	£0.00	£105.00	£0.00	£0.00	£12.00	4	£0.00	0	£6.00	0
Bottomley	Peter	£126,603.00	£120,992.00	£5,611.00	£23,083.00	£0.00	£8,748.00	£82,857.00	£530.00	£1,877.00	£1,298.00	£0.00	£2,599.00	£4,642.00	£83.00	£0.00	£0.00	£78.00	£0.00	£0.00	£711.00	£40.00	3	£0.00	0	£57.00	4
Hillier	Meg	£126,487.00	£125,559.00	£928.00	£0.00	£2,812.00	£5,725.00	£90,514.00	£1,661.00	£5,320.00	£882.00	£0.00	£18,645.00	£0.00	£928.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Dorrell	Rt Hon Stephen	£126,479.00	£120,359.00	£6,120.00	£22,368.00	£0.00	£5,638.00	£87,978.00	£700.00	£2,540.00	£1,135.00	£0.00	£0.00	£5,926.00	£41.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£153.00	5	£0.00	0	£0.00	0
Teather	Sarah	£126,426.00	£124,881.00	£1,545.00	£0.00	£2,812.00	£26,118.00	£83,630.00	£933.00	£2,217.00	£1,158.00	£0.00	£8,013.00	£240.00	£1,096.00	£0.00	£0.00	£0.00	£48.00	£161.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Jowell	Rt Hon Tessa	£126,405.00	£125,351.00	£1,054.00	£0.00	£2,812.00	£10,518.00	£102,028.00	£1,168.00	£2,262.00	£1,158.00	£0.00	£5,405.00	£1,006.00	£0.00	£0.00	£0.00	£48.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Straw	Rt Hon Jack	£126,367.00	£120,721.00	£5,646.00	£8,039.00	£0.00	£29,201.00	£73,059.00	£2,030.00	£3,275.00	£1,321.00	£0.00	£3,796.00	£0.00	£3,249.00	£375.00	£0.00	£0.00	£0.00	£0.00	£0.00	£282.00	2	£0.00	0	£1,740.00	16
Stringer	Graham	£126,260.00	£112,721.00	£13,539.00	£20,042.00	£0.00	£17,123.00	£70,369.00	£910.00	£1,356.00	£1,635.00	£0.00	£1,286.00	£5,102.00	£7,294.00	£0.00	£356.00	£0.00	£0.00	£0.00	£0.00	£0.00	2	£0.00	2	£787.00	8
Cable	Dr Vincent	£126,140.00	£124,460.00	£1,680.00	£0.00	£2,812.00	£21,333.00	£90,422.00	£1,152.00	£3,948.00	£1,255.00	£0.00	£3,538.00	£1,680.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Fabricant	Michael	£126,074.00	£118,243.00	£7,831.00	£23,083.00	£0.00	£12,383.00	£73,789.00	£569.00	£2,819.00	£521.00	£0.00	£5,079.00	£3,442.00	£4,389.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Evans	Mr Nigel	£126,043.00	£111,038.00	£15,005.00	£18,374.00	£0.00	£11,512.00	£75,973.00	£514.00	£1,531.00	£1,203.00	£0.00	£1,931.00	£3,661.00	£1,394.00	£9,326.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£624.00	11
Kaufman	Rt Hon Sir Gerald	£125,649.00	£110,056.00	£15,593.00	£13,558.00	£0.00	£10,046.00	£80,531.00	£849.00	£2,485.00	£522.00	£0.00	£2,065.00	£1,656.00	£13,303.00	£186.00	£49.00	£0.00	£61.00	£0.00	£0.00	£0.00	0	£0.00	0	£338.00	2
Wright	Dr Tony	£125,602.00	£117,082.00	£8,520.00	£16,162.00	£0.00	£15,431.00	£78,159.00	£743.00	£2,643.00	£947.00	£1,073.00	£1,924.00	£1,634.00	£6,627.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£259.00	4	£0.00	0	£0.00	0
Robinson	Mrs Iris	£125,473.00	£113,500.00	£11,973.00	£20,478.00	£0.00	£8,079.00	£78,175.00	£879.00	£3,192.00	£1,382.00	£0.00	£1,315.00	£1,820.00	£479.00	£9,649.00	£25.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Byers	Rt Hon Stephen	£125,369.00	£112,343.00	£13,026.00	£18,091.00	£0.00	£20,380.00	£62,166.00	£516.00	£1,860.00	£1,244.00	£0.00	£8,086.00	£1,442.00	£8,600.00	£1,663.00	£0.00	£0.00	£0.00	£0.00	£685.00	£0.00	0	£0.00	0	£636.00	4
Brown	Rt Hon Gordon	£124,454.00	£111,536.00	£12,918.00	£17,073.00	£0.00	£18,847.00	£69,915.00	£294.00	£1,382.00	£1,138.00	£0.00	£2,887.00	£0.00	£1,082.00	£5,554.00	£0.00	£0.00	£0.00	£0.00	£0.00	£3,178.00	19	£3,104.00	31	£0.00	0
Spellar	Rt Hon John	£124,326.00	£118,967.00	£5,359.00	£11,779.00	£0.00	£9,799.00	£85,941.00	£342.00	£975.00	£1,029.00	£0.00	£9,102.00	£4,534.00	£220.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£605.00	12
Watts	Mr Dave	£123,836.00	£109,214.00	£14,622.00	£11,632.00	£0.00	£26,763.00	£59,222.00	£567.00	£1,497.00	£1,125.00	£0.00	£8,408.00	£1,804.00	£12,588.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£230.00	2	£0.00	0	£0.00	0
Robertson	Hugh	£123,820.00	£117,406.00	£6,414.00	£23,083.00	£0.00	£16,605.00	£75,733.00	£291.00	£510.00	£1,184.00	£0.00	£0.00	£4,184.00	£736.00	£0.00	£0.00	£539.00	£494.00	£0.00	£291.00	£170.00	11	£0.00	0	£0.00	0
Iddon	Dr Brian	£123,687.00	£117,356.00	£6,331.00	£17,398.00	£0.00	£19,181.00	£78,817.00	£240.00	£502.00	£1,218.00	£0.00	£0.00	£5,824.00	£0.00	£0.00	£0.00	£0.00	£50.00	£0.00	£0.00	£241.00	5	£0.00	0	£216.00	6
Walker	Mr Charles	£123,133.00	£120,436.00	£2,697.00	£10,358.00	£0.00	£8,970.00	£90,670.00	£903.00	£2,404.00	£1,146.00	£0.00	£5,985.00	£1,104.00	£1,010.00	£0.00	£296.00	£0.00	£14.00	£0.00	£0.00	£256.00	20	£0.00	0	£17.00	2
Clarke	Rt Hon Kenneth	£123,076.00	£117,272.00	£5,804.00	£17,565.00	£0.00	£6,866.00	£88,112.00	£807.00	£1,592.00	£1,104.00	£0.00	£1,226.00	£4,300.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£1,504.00	30	£0.00	0	£0.00	0
Haselhurst	Rt Hon Sir Alan	£122,968.00	£117,926.00	£5,042.00	£22,957.00	£0.00	£10,361.00	£69,779.00	£827.00	£3,022.00	£1,040.00	£0.00	£9,940.00	£2,476.00	£2,026.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£277.00	12	£0.00	0	£263.00	12
Hammond	Mr Philip	£122,586.00	£117,911.00	£4,675.00	£23,075.00	£0.00	£12,046.00	£78,705.00	£329.00	£965.00	£1,261.00	£0.00	£1,530.00	£2,151.00	£42.00	£0.00	£54.00	£122.00	£2,071.00	£0.00	£0.00	£235.00	19	£0.00	0	£0.00	0
Horam	Mr John	£121,975.00	£120,065.00	£1,910.00	£11,452.00	£0.00	£26,440.00	£69,225.00	£406.00	£1,199.00	£656.00	£0.00	£10,687.00	£1,910.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Hopkins	Kelvin	£121,809.00	£116,015.00	£5,794.00	£1,242.00	£0.00	£21,298.00	£88,520.00	£674.00	£1,821.00	£1,277.00	£0.00	£1,183.00	£600.00	£3,919.00	£0.00	£354.00	£0.00	£0.00	£0.00	£873.00	£0.00	0	£0.00	0	£48.00	2
Gauke	Mr David	£121,782.00	£119,912.00	£1,870.00	£20,186.00	£0.00	£6,962.00	£85,630.00	£539.00	£1,291.00	£878.00	£0.00	£4,426.00	£570.00	£1,300.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Lord	Sir Michael	£121,772.00	£115,440.00	£6,332.00	£23,047.00	£0.00	£13,154.00	£73,594.00	£448.00	£1,858.00	£1,045.00	£0.00	£2,294.00	£4,455.00	£617.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£1,260.00	30	£0.00	0	£0.00	0
Milton	Anne	£121,652.00	£117,903.00	£3,749.00	£0.00	£0.00	£11,734.00	£91,316.00	£872.00	£2,813.00	£1,065.00	£0.00	£10,103.00	£2,565.00	£872.00	£0.00	£78.00	£171.00	£63.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Key	Robert	£121,637.00	£116,320.00	£5,317.00	£17,611.00	£0.00	£16,674.00	£74,139.00	£445.00	£1,249.00	£1,108.00	£0.00	£5,094.00	£4,124.00	£63.00	£0.00	£0.00	£113.00	£0.00	£0.00	£0.00	£803.00	19	£0.00	0	£214.00	6
Fitzpatrick	Jim	£121,553.00	£121,003.00	£550.00	£0.00	£2,812.00	£10,984.00	£89,352.00	£1,210.00	£5,741.00	£1,073.00	£4,471.00	£5,360.00	£0.00	£550.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Ingram	Rt Hon Adam	£121,499.00	£95,551.00	£25,948.00	£23,083.00	£0.00	£15,822.00	£53,017.00	£644.00	£1,256.00	£1,193.00	£0.00	£536.00	£4,638.00	£2,365.00	£14,533.00	£1,149.00	£0.00	£0.00	£0.00	£0.00	£2,817.00	17	£0.00	0	£446.00	3
Hurd	Mr Nick	£121,481.00	£119,037.00	£2,444.00	£0.00	£2,812.00	£20,025.00	£80,990.00	£216.00	£690.00	£981.00	£0.00	£13,323.00	£2,084.00	£360.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Twigg	Derek	£121,424.00	£109,569.00	£11,855.00	£16,800.00	£0.00	£12,328.00	£64,546.00	£452.00	£1,675.00	£1,258.00	£8,130.00	£4,380.00	£660.00	£9,794.00	£0.00	£105.00	£0.00	£0.00	£0.00	£0.00	£646.00	6	£327.00	6	£323.00	2
Hands	Mr Greg	£121,357.00	£121,357.00	£0.00	£0.00	£2,812.00	£20,731.00	£87,397.00	£587.00	£3,174.00	£1,305.00	£0.00	£5,351.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Winterton	Lady Ann	£121,352.00	£117,530.00	£3,822.00	£20,194.00	£0.00	£14,375.00	£78,990.00	£821.00	£2,013.00	£1,137.00	£0.00	£0.00	£2,235.00	£1,587.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Marshall-Andrews	Mr Robert	£121,161.00	£120,077.00	£1,084.00	£19,261.00	£0.00	£9,885.00	£79,192.00	£362.00	£1,240.00	£1,295.00	£0.00	£8,842.00	£589.00	£495.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Hill	Rt Hon Keith	£121,151.00	£120,015.00	£1,136.00	£0.00	£2,812.00	£7,735.00	£93,501.00	£1,185.00	£3,918.00	£1,193.00	£0.00	£9,671.00	£0.00	£1,136.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Spelman	Mrs Caroline	£120,832.00	£102,415.00	£18,417.00	£10,760.00	£0.00	£12,642.00	£55,488.00	£227.00	£595.00	£1,749.00	£13,897.00	£7,057.00	£4,639.00	£6,075.00	£0.00	£168.00	£0.00	£166.00	£0.00	£0.00	£3,075.00	29	£3,885.00	70	£409.00	17
Greening	Justine	£120,435.00	£119,028.00	£1,407.00	£0.00	£2,812.00	£20,379.00	£83,285.00	£817.00	£2,588.00	£1,237.00	£0.00	£7,910.00	£664.00	£673.00	£0.00	£70.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Scott	Mr Lee	£120,079.00	£116,234.00	£3,845.00	£0.00	£2,812.00	£14,585.00	£89,273.00	£595.00	£2,391.00	£926.00	£0.00	£5,652.00	£3,068.00	£529.00	£0.00	£20.00	£0.00	£0.00	£0.00	£0.00	£116.00	30	£0.00	0	£112.00	24
Davies	Dai	£119,697.00	£116,654.00	£3,043.00	£22,506.00	£0.00	£13,738.00	£79,059.00	£48.00	£408.00	£895.00	£0.00	£0.00	£0.00	£2,698.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£219.00	10	£70.00	7	£56.00	2
Rifkind	Rt Hon Sir Malcolm	£119,685.00	£114,590.00	£5,095.00	£0.00	£2,812.00	£12,509.00	£91,048.00	£479.00	£2,641.00	£913.00	£0.00	£4,188.00	£1,640.00	£82.00	£2,567.00	£307.00	£0.00	£0.00	£0.00	£0.00	£499.00	3	£0.00	0	£0.00	0
Fallon	Mr Michael	£119,667.00	£114,757.00	£4,910.00	£22,853.00	£0.00	£12,413.00	£72,015.00	£430.00	£1,125.00	£1,183.00	£0.00	£4,738.00	£720.00	£4,120.00	£0.00	£26.00	£0.00	£0.00	£0.00	£0.00	£44.00	8	£0.00	0	£0.00	0
Malins	Sir Humfrey	£119,492.00	£113,168.00	£6,324.00	£10,459.00	£0.00	£16,009.00	£75,729.00	£607.00	£1,853.00	£743.00	£0.00	£7,768.00	£3,994.00	£1,275.00	£0.00	£586.00	£0.00	£0.00	£0.00	£0.00	£193.00	30	£0.00	0	£276.00	24
Timms	Rt Hon Stephen	£119,225.00	£119,225.00	£0.00	£0.00	£2,812.00	£5,315.00	£99,526.00	£744.00	£2,485.00	£1,250.00	£2,140.00	£4,953.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
